"","main_id","proj_id","eligibility","eudract_id","nct_id","crossregistration_check","registry","trial_title","trial_name","lead_institution","lead_country","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","extraction_date_latest","publication_type","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","intervention_type","center_size","single_sponsor","completion_date_type","registered_euctr","registered_ctgov","sponsor_type","phase_recoded","sample_size","time_to_registration","recruitment_status_recoded","is_rct"
"1339","NCT01695577","1546","Eligible",NA,"NCT01695577","Irrelevant intervention type","ctgov","Vestibular Rehabilitation and Balance Training for Patients With Dizziness and Balance Problems After Traumatic Brain Injury.",NA,"Oslo University Hospital","Norway","Yes","10.1177/0269215518791274",30056743,"https://journals.sagepub.com/doi/10.1177/0269215518791274","2018-07-30","Systematic Google search",2023-01-03,"Journal publication","No",NA,2012-09-19,2013-01-15,2016-08-30,"2016","2016-08-30","2016",699,699,NA,NA,118,1441,1441,2140,"Completed","Not Applicable",65,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Oslo University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1340","NCT02907333","1547","Eligible",NA,"NCT02907333","Irrelevant intervention type","ctgov","Use of Condoms in Prevention of Progression of Cervical Intraepithelial Neoplasia: A Randomized Controlled Trial.",NA,"University of Copenhagen","Denmark","No",NA,NA,NA,NA,NA,2023-02-10,NA,"No",NA,2016-09-14,2016-09-30,2019-09-30,"2019","2019-09-30","2019",NA,NA,NA,NA,16,1111,1111,NA,"Completed","Not Applicable",285,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","University of Copenhagen","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"1341","NCT01697241","1548","Eligible",NA,"NCT01697241","Irrelevant intervention type","ctgov","The Effect of Education and Supervised Exercise vs. Education Alone on Time to Total Hip Replacement in Patients With Hip Osteoarthritis Considered Eligible for Surgery",NA,"University of Southern Denmark","Denmark","No",NA,NA,NA,NA,NA,2023-02-02,NA,"No",NA,2012-09-21,2013-05-31,2017-08-31,"2017","2017-08-31","2017",NA,NA,NA,NA,252,1805,1805,NA,"Completed","Not Applicable",110,"Yes",NA,"Industry or mixed","Yes","Yes","Masking","Not medicinal product","large","University of Southern Denmark","Actual","No","Yes","Industry or mixed","Not given","100-500","Prospective registration","Completed","Yes"
"1342","NCT02906085","1549","Eligible",NA,"NCT02906085","None found","ctgov","Investigations of the Endogenous Vasoconstrictor and Neuromodulator Peptide Endothelin-1 as a Potential Trigger of Migraine Aura",NA,"Copenhagen University Hospital","Denmark","Yes","10.1177/0271678x19874295",31500524,"https://doi.org/10.1177/0271678x19874295","2019-09-09","Linked at the registration",2023-01-14,"Journal publication","No",NA,2016-09-03,2016-10-31,2019-12-31,"2019","2018-05-31","2018",-113,466,NA,NA,58,1214,635,1101,"Unknown status","Not Applicable",60,"No",NA,"Only non-industry","Yes","Yes","Masking","Medicinal product","large","Copenhagen University Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Unknown status","Yes"
"1343","NCT02905747","1550","Eligible",NA,"NCT02905747","Irrelevant intervention type","ctgov","The Effect of Medical Exercise Therapy on Pain, Function and Physical Activity in Patients With Knee Osteoarthritis",NA,"Norwegian University of Science and Technology","Norway","Yes","10.1007/s40122-019-0121-5",30929225,"https://link.springer.com/article/10.1007/s40122-019-0121-5","2019-03-30","Linked at the registration",2023-01-03,"Journal publication","No",NA,2016-09-14,2016-09-30,2018-12-01,"2018","2018-12-01","2018",119,119,NA,NA,16,808,808,927,"Completed","Not Applicable",15,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1344","NCT01699256","1552","Eligible",NA,"NCT01699256","Irrelevant intervention type","ctgov","Enhanced Implementation of Low Back Pain Guidelines in General Practice: A Cluster Randomized Trial",NA,"Aarhus University","Denmark","Yes","10.1186/s13012-016-0509-0",27769263,"https://implementationscience.biomedcentral.com/articles/10.1186/s13012-016-0509-0","2016-10-21","Linked at the registration",2023-01-05,"Journal publication","No",NA,2012-09-13,2012-10-31,2016-05-31,"2016","2016-05-31","2016",143,143,NA,NA,48,1356,1356,1499,"Completed","Not Applicable",1101,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given",">500","Prospective registration","Completed","Yes"
"1345","NCT01699334","1553","Eligible",NA,"NCT01699334","Irrelevant intervention type","ctgov","Effectiveness of an Educational Video Following Acute Whiplash Trauma: A Randomized Controlled Trial",NA,"Aarhus University","Denmark","No",NA,NA,NA,NA,NA,2022-12-29,NA,"No",NA,2012-09-26,2012-10-31,2019-05-31,"2019","2017-12-31","2017",NA,NA,NA,NA,35,2438,1922,NA,"Completed","Not Applicable",269,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"1346","NCT01699438","1554","Eligible","2011-003418-18","NCT01699438","Identified in manual search","ctgov","Mesalazine Treatment in IBS, a Double-blind Placebo-controlled Phase II Intervention Study in Adult Patients",NA,"Gothenburg University;Sahlgrenska University Hospital","Sweden","Yes","10.1111/apt.17182",35942522,"https://doi.org/10.1111%2Fapt.17182","2022-08-08","Systematic Google search",2023-01-24,"Journal publication","No",NA,2011-12-05,2012-04-30,2017-02-28,"2017","2016-12-31","2016",1987,2046,NA,NA,147,1912,1853,3899,"Completed","Phase 2",211,"Yes",NA,"Industry or mixed","Yes","Yes","Open label","Medicinal product","small","Gothenburg University","Actual","Yes","Yes","Industry or mixed","II","100-500","Prospective registration","Completed","Yes"
"1347","NCT01700296","1555","Eligible",NA,"NCT01700296","Irrelevant intervention type","ctgov","COPD, Inflammation and Rehabilitation",NA,"Odense University Hospital","Denmark","Yes",NA,NA,"https://www.researchsquare.com/article/rs-34469/v1","2020-07-16","Systematic Google search",2023-01-08,"Preprint","No",NA,2012-10-02,2013-01-31,2016-12-31,"2016","2015-01-31","2015",1293,1993,NA,NA,121,1551,851,2844,"Completed","Not Applicable",47,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Odense University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1348","NCT02903719","1556","Eligible","2013-004649-18","NCT02903719","Identified in publication","ctgov","The Effect of Phrenic Nerve Block on Postoperative Shoulder Pain in Patients for Liver Resection - a Double Blinded Randomised Controlled Trial.",NA,"Copenhagen University Hospital","Denmark","Yes","10.1111/aas.13928",NA,"https://doi.org/10.1111/aas.13928","2021-05-24","Systematic Google search",2023-01-10,"Journal publication","No",NA,2014-01-17,2016-09-30,2017-04-30,"2017","2017-04-30","2017",1485,1485,NA,NA,987,1199,1199,2684,"Unknown status","Phase 4",30,"No",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","large","Copenhagen University Hospital","Anticipated","Yes","Yes","Only non-industry","IV","1-100","Prospective registration","Unknown status","Yes"
"1349","NCT01704352","1559","Eligible",NA,"NCT01704352","Irrelevant intervention type","ctgov","Cognitive Behavioral Therapy for Insomnia in Euthymic Bipolar Disorder: a Randomized Controlled Trial",NA,"Norwegian University of Science and Technology","Norway","No",NA,NA,NA,NA,NA,2023-01-03,NA,"No",NA,2012-10-08,2013-01-31,2018-08-31,"2018","2018-08-31","2018",NA,NA,NA,NA,115,2153,2153,NA,"Completed","Not Applicable",38,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1350","NCT02899234","1560","Eligible",NA,"NCT02899234","Irrelevant intervention type","ctgov","Acute Health Effects of Exposure to Active E-cigarette Inhalation in Healthy Volunteers",NA,"Umeå University","Sweden","Yes","10.1007/s12012-019-09516-x",30963443,"https://doi.org/10.1007/s12012-019-09516-x","2019-10-01","Systematic Google search",2023-01-20,"Journal publication","No",NA,2016-09-08,2016-09-30,2018-06-30,"2018","2018-05-31","2018",458,488,NA,NA,22,660,630,1118,"Completed","Not Applicable",19,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Umeå University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1351","NCT01705392","1561","Eligible","2012-001020-35","NCT01705392","Identified in manual search","ctgov","A Randomized Phase II Trial Comparing Bevacizumab Monotherapy With Dacarbazine (DTIC) in Treatment of Malignant Melanoma, Focusing on Angiogenic Markers and Prevention of Hypertension.",NA,"Haukeland university hospital","Norway","No",NA,NA,NA,NA,NA,2023-01-05,NA,"No",NA,2012-09-12,2013-01-31,2017-02-20,"2017","2017-02-20","2017",NA,NA,NA,NA,141,1622,1622,NA,"Terminated","Phase 2",2,"No",NA,"Only non-industry","Yes","Yes","Masking","Medicinal product","large","Haukeland university hospital","Actual","Yes","Yes","Only non-industry","II","1-100","Prospective registration","Terminated","Yes"
"1352","NCT01705535","1562","Eligible",NA,"NCT01705535","Irrelevant intervention type","ctgov","The Effect of Physiotherapy for the Treatment of Fecal Incontinence - a Randomized, Controlled Trial.",NA,"Hvidovre and Amager Hospital","Denmark","Yes","10.1016/j.cgh.2018.12.015",30580089,"https://pubmed.ncbi.nlm.nih.gov/30580089/","2018-12-20","Linked at the registration",2023-01-05,"Journal publication","No",NA,2012-10-10,2012-10-31,2019-07-31,"2019","2019-07-31","2019",-223,-223,NA,NA,21,2485,2485,2262,"Unknown status","Not Applicable",102,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Hvidovre and Amager Hospital","Anticipated","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Unknown status","Yes"
"1353","NCT02898532","1563","Eligible",NA,"NCT02898532","Irrelevant intervention type","ctgov","The Influence of Participating in Target Shooting Sport on Inattentive, Hyperactive and Impulsive Symptoms in Children - A Controlled Study of Best Practice.",NA,"University of Southern Denmark","Denmark","Yes","10.1080/08039488.2019.1612467",31107130,"https://doi.org/10.1080/08039488.2019.1612467","2019-05-20","Systematic Google search",2023-01-23,"Journal publication","No",NA,2016-09-08,2016-01-31,2018-12-31,"2018","2017-12-31","2017",140,505,NA,NA,-221,844,479,984,"Unknown status","Not Applicable",98,"No",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","University of Southern Denmark","Anticipated","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Unknown status","No"
"1354","NCT02898480","1564","Eligible",NA,"NCT02898480","Irrelevant intervention type","ctgov","Changes in the Diameter of Retinal Vessels After Remote Ischemic Conditioning",NA,"Aarhus University","Denmark","Yes","10.1167/iovs.17-22461",29049727,"https://doi.org/10.1167/iovs.17-22461","2017-10-01","Systematic Google search",2023-01-05,"Journal publication","No",NA,2016-09-08,2016-09-30,2017-05-31,"2017","2016-11-14","2016",123,321,NA,NA,22,265,67,388,"Completed","Not Applicable",20,"Yes",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Aarhus University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1355","NCT03743441","1565","Eligible",NA,"NCT03743441","Irrelevant intervention type","ctgov","A Double-blind Randomized Controlled Trial of Physiotherapy Treatment for Chronic Achilles Tendinopathy",NA,"University of Bergen","Norway","No",NA,NA,NA,NA,NA,2022-12-23,NA,"No",NA,2018-11-06,2017-08-01,2019-05-31,"2019","2019-05-31","2019",NA,NA,NA,NA,-462,206,206,NA,"Completed","Not Applicable",41,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","University of Bergen","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1356","NCT01708109","1566","Eligible",NA,"NCT01708109","Irrelevant intervention type","ctgov","Optimal Handling of Common Bile Duct Calculus, a Prospective Randomized Study",NA,"Karolinska Institutet","Sweden","No",NA,NA,NA,NA,NA,2022-12-14,NA,"No",NA,2012-10-09,2011-11-27,2018-01-31,"2018","2017-11-20","2017",NA,NA,NA,NA,-317,1940,1868,NA,"Terminated","Not Applicable",35,"Yes",NA,"Only non-industry","No","Yes","Masking","Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Terminated","No"
"1357","NCT02895464","1567","Eligible",NA,"NCT02895464","Irrelevant intervention type","ctgov","Preoperative Home-based Exercise in Older People Before Colorectal Surgery - a Feasibility Study",NA,"Karolinska Institutet","Sweden","Yes","10.1371/journal.pone.0219158",31265476,"https://doi.org/10.1371%2Fjournal.pone.0219158","2019-07-02","Systematic Google search",2023-01-11,"Journal publication","No",NA,2016-08-09,2016-09-30,2018-06-30,"2018","2018-06-30","2018",367,367,NA,NA,52,690,690,1057,"Completed","Not Applicable",21,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1358","NCT02895685","1568","Eligible",NA,"NCT02895685","Irrelevant intervention type","ctgov","The Effect of Group Dynamics in Surgical Skill Training",NA,"Herlev and Gentofte Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-01-08,NA,"No",NA,2016-09-06,2016-08-31,2017-08-31,"2017","2017-07-31","2017",NA,NA,NA,NA,-6,359,328,NA,"Unknown status","Not Applicable",80,"No",NA,"Industry or mixed","Yes","Yes","Masking","Not medicinal product","large","Herlev and Gentofte Hospital","Anticipated","No","Yes","Industry or mixed","Not given","1-100","Within 60 days after trial start","Unknown status","Yes"
"1359","NCT02895308","1569","Eligible",NA,"NCT02895308","Irrelevant intervention type","ctgov","Differences in Motivation and Adherence to a Prescribed Assignment After Face-to-face and Online Psychoeducation: an Experimental Study",NA,"Uppsala University","Sweden","Yes","10.1186/s40359-017-0172-5",28126022,"https://doi.org/10.1186/s40359-017-0172-5","2017-01-26","Linked at the registration",2023-01-16,"Journal publication","No",NA,2016-08-30,2015-01-31,2016-04-30,"2016","2015-11-30","2015",271,423,NA,NA,-577,-122,-274,149,"Completed","Not Applicable",100,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Uppsala University","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1360","NCT01843322","1570","Eligible",NA,"NCT01843322","Irrelevant intervention type","ctgov","Endoleak Repair Guided by Navigation Technology",NA,"Norwegian University of Science and Technology","Norway","No",NA,NA,NA,NA,NA,2023-01-03,NA,"No",NA,2013-04-26,2011-04-30,2016-12-31,"2016","2016-12-31","2016",NA,NA,NA,NA,-727,1345,1345,NA,"Completed","Not Applicable",27,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","No"
"1361","NCT02894983","1571","Eligible",NA,"NCT02894983","Irrelevant intervention type","ctgov","Comparison of Volar-flexion, Ulnar-deviation and Functional Position Cast Immobilization in the Non-operative Treatment of Distal Radius Fracture in Elderly Patients: a Pragmatic Randomized Controlled Trial",NA,"Tampere University Hospital","Finland","Yes","10.1371/journal.pone.0232153",32469881,"https://doi.org/10.1371/journal.pone.0232153","2020-05-29","Linked at the registration",2023-01-06,"Journal publication","No",NA,2016-08-22,2016-06-30,2018-05-31,"2018","2018-04-30","2018",729,760,NA,NA,-53,647,616,1376,"Completed","Not Applicable",114,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","small","Tampere University Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Within 60 days after trial start","Completed","Yes"
"1362","NCT01717963","1572","Eligible",NA,"NCT01717963","None found","ctgov","Optimal Prevention of Overdose Deaths and Opioid Relapse Following Discharge: A Multi-Center RCT of Naltrexone Versus Buprenorphine in Norway",NA,"University of Oslo","Norway","Yes","10.1001/jamapsychiatry.2017.3206",29049469,"https://doi.org/10.1001/jamapsychiatry.2017.3206","2017-12-01","Linked at the registration",2023-01-03,"Journal publication","No",NA,2012-10-28,2012-10-31,2018-04-30,"2018","2016-08-31","2016",-150,457,NA,NA,3,2010,1403,1860,"Completed","Phase 3",166,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","small","University of Oslo","Actual","No","Yes","Only non-industry","III","100-500","Prospective registration","Completed","Yes"
"1363","NCT01719159","1573","Eligible","2008-002626-11","NCT01719159","Identified in manual search","ctgov","Intrathecal Therapy With Monoclonal Antibodies in Progressive Multiple Sclerosis",NA,"Umeå University","Sweden","Yes","10.1212/nxi.0000000000000271",27536708,"https://doi.org/10.1212/nxi.0000000000000271","2016-08-02","Linked at the registration",2023-01-22,"Journal publication","No",NA,2009-04-24,2009-11-30,2016-06-30,"2016","2016-06-30","2016",33,33,NA,NA,220,2624,2624,2657,"Completed","Phase 2",23,"Yes",NA,"Only non-industry","No","No","Masking","Medicinal product","large","Umeå University","Actual","Yes","Yes","Only non-industry","II","1-100","Prospective registration","Completed","No"
"1364","NCT01721005","1575","Eligible",NA,"NCT01721005","Irrelevant intervention type","ctgov","Screening Versus Routine Practice in Detection of Atrial Fibrillation in the Elderly Population of Lieto",NA,"University of Turku","Finland","Yes","10.1177/2047487313494041",23780517,"https://doi.org/10.1177/2047487313494041","2013-06-18","Linked at the registration",2023-01-09,"Journal publication","No",NA,2012-10-26,2012-04-30,2017-12-31,"2017","2016-11-30","2016",-1657,-1261,NA,NA,-179,1892,1496,235,"Unknown status","Not Applicable",200,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","small","University of Turku","Anticipated","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Unknown status","No"
"1365","NCT01721239","1576","Eligible",NA,"NCT01721239","Irrelevant intervention type","ctgov","Recovery and Aftercare in Post Intensive Care Therapy Patients - The RAPIT Study. The Effectiveness and Experiences of a Follow-up Program for Danish Mechanically Ventilated ICU Patients: A Pragmatic Randomized Controlled Multicentre Trial.",NA,"Nordsjællands Hospital","Denmark","Yes","10.1007/s00134-016-4522-1",27695894,"https://doi.org/10.1007/s00134-016-4522-1","2016-09-30","Linked at the registration",2023-01-22,"Journal publication","No",NA,2012-10-31,2012-12-01,2016-10-31,"2016","2016-02-29","2016",-31,214,NA,NA,31,1461,1216,1430,"Completed","Not Applicable",340,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","Nordsjællands Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"1366","NCT01721629","1577","Eligible",NA,"NCT01721629","Irrelevant intervention type","ctgov","Weaning of Nasal Continuous Positive Airway Pressure in Infants Born With a Gestational Age Under 32 Weeks: a Randomized Controlled Multicenter Trial",NA,"Aarhus University Hospital","Denmark","Yes","10.1001/jamapediatrics.2018.2074",30039171,"https://jamanetwork.com/journals/jamapediatrics/fullarticle/2687936","2018-09-01","Linked at the registration",2023-01-30,"Journal publication","No",NA,2012-09-25,2012-09-30,2017-04-28,"2017","2017-04-28","2017",491,491,NA,NA,5,1676,1676,2167,"Completed","Not Applicable",380,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Aarhus University Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"1367","NCT01721824","1578","Eligible",NA,"NCT01721824","Irrelevant intervention type","ctgov","IPS-MA - A Randomized Clinical Trial Examining the Effect of a Modified IPS Intervention in Addition to Treatment as Usual Versus Treatment as Usual Alone for Individuals With Mood or Anxiety Disorders",NA,"Mental health services in the Capital Region of Denmark","Denmark","Yes","10.1136/oemed-2016-104248",28546319,"https://doi.org/10.1136/oemed-2016-104248","2017-05-25","Linked at the registration",2023-02-07,"Journal publication","No",NA,2012-10-24,2011-10-31,2016-07-31,"2016","2016-03-31","2016",298,420,NA,NA,-359,1376,1254,1674,"Completed","Not Applicable",326,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","Mental health services in the Capital Region of Denmark","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","Yes"
"1368","NCT01722344","1579","Eligible",NA,"NCT01722344","Irrelevant intervention type","ctgov","Individual Placement and Support (IPS) Enhanced With Cognitive Remediation and Social Skills Training in Denmark: a Randomized Controlled Trial",NA,"Mental health services in the Capital Region of Denmark","Denmark","Yes","10.1001/jamapsychiatry.2019.2291",31483451,"https://doi.org/10.1001/jamapsychiatry.2019.2291","2019-12-01","Linked at the registration",2023-01-15,"Journal publication","No",NA,2012-11-02,2012-10-31,2019-02-28,"2019","2017-08-31","2017",276,822,NA,NA,-2,2309,1763,2585,"Completed","Not Applicable",717,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","Mental health services in the Capital Region of Denmark","Actual","No","Yes","Only non-industry","Not given",">500","Within 60 days after trial start","Completed","Yes"
"1369","NCT01723852","1580","Eligible",NA,"NCT01723852","Irrelevant intervention type","ctgov","Vitamin D Intervention in Infants",NA,"Helsinki University Hospital","Finland","Yes","10.1001/jamapediatrics.2018.0602",29813149,"https://doi.org/10.1001%2Fjamapediatrics.2018.0602","2018-05-29","Systematic Google search",2023-01-09,"Journal publication","No",NA,2012-11-06,2013-01-31,2017-11-20,"2017","2016-07-15","2016",190,683,NA,NA,86,1840,1347,2030,"Completed","Not Applicable",1000,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Helsinki University Hospital","Actual","No","Yes","Only non-industry","Not given",">500","Prospective registration","Completed","Yes"
"1370","NCT01727245","1582","Eligible",NA,"NCT01727245","Irrelevant intervention type","ctgov","The Role of Adipose Tissue in Atherogenic Conditions in Man - Mechanisms and Interventions",NA,"Karolinska Institutet","Sweden","Yes","10.1093/ajh/hpx201",29177471,"https://doi.org/10.1093/ajh/hpx201","2018-03-10","Linked at the registration",2022-12-28,"Journal publication","No",NA,2012-11-12,2011-11-30,2019-12-31,"2019","2019-12-31","2019",-661,-661,NA,NA,-348,2605,2605,1944,"Completed","Not Applicable",500,"Yes",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","No"
"1371","NCT01728415","1583","Eligible",NA,"NCT01728415","Irrelevant intervention type","ctgov","Effects of High-intensity Interval Training in Patients in Hemodialysis",NA,"Oslo University Hospital","Norway","Yes","10.1136/bmjsem-2019-000617",31798950,"https://doi.org/10.1136/bmjsem-2019-000617","2019-11-10","Linked at the registration",2023-01-31,"Journal publication","No",NA,2012-11-13,2012-10-31,2016-09-30,"2016","2014-12-31","2014",1136,1775,NA,NA,-13,1417,778,2553,"Unknown status","Not Applicable",18,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Oslo University Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Unknown status","Yes"
"1372","NCT02706431","1584","Eligible",NA,"NCT02706431","Irrelevant intervention type","ctgov","Evaluation of Oxygenation by 100% Oxygen Via High Flow Nasal Cannula During Apnea in Adult Elective Surgical ENT Patients",NA,"Karolinska University Hospital","Sweden","Yes","10.1093/bja/aex036",28403407,"https://doi.org/10.1093/bja/aex036","2017-04-01","Linked at the registration",2023-02-10,"Journal publication","No",NA,2015-12-15,2015-12-01,2016-09-01,"2016","2016-06-30","2016",212,275,NA,NA,-14,261,198,473,"Completed","Not Applicable",31,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Karolinska University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","Yes"
"1373","NCT01844947","1585","Eligible",NA,"NCT01844947","None found","ctgov","An Exploratory Phase I Study With Sorafenib in Addition to Vinflunine in Progressive Locally Advanced or Metastatic Transitional Cell Carcinoma of the Urothelial Tract",NA,"Karolinska University Hospital","Sweden","Yes","10.1634/theoncologist.2018-0795",30552156,"https://academic.oup.com/oncolo/article/24/6/745/6439317?login=true","2018-12-14","Linked at the registration",2023-01-19,"Journal publication","No",NA,2012-11-05,2012-05-31,2018-06-05,"2018","2017-10-18","2017",192,422,NA,NA,-158,2038,1808,2230,"Completed","Phase 1",22,"Yes",NA,"Industry or mixed","No","No","Open label","Medicinal product","large","Karolinska University Hospital","Actual","No","Yes","Industry or mixed","I","1-100",">60 days after trial start","Completed","No"
"1374","NCT01734967","1586","Eligible",NA,"NCT01734967","Irrelevant intervention type","ctgov","Needle-based Confocal Endomicroscopy Examination of Pancreatic Masses",NA,"Herlev and Gentofte Hospital","Denmark","Yes","10.1097/MPA.0000000000000345",26061561,"https://doi.org/10.1097/mpa.0000000000000345","2015-07-01","Linked at the registration",2023-02-01,"Journal publication","No",NA,2012-11-19,2012-11-30,2016-07-31,"2016","2015-07-31","2015",-396,-30,NA,NA,11,1350,984,954,"Completed","Not Applicable",28,"Yes",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Herlev and Gentofte Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1375","NCT01735123","1587","Eligible",NA,"NCT01735123","Irrelevant intervention type","ctgov","Early Dietary Intervention and Later Signs of Beta-Cell Autoimmunity: Potential Mechanisms",NA,"University of Helsinki","Finland","Yes","10.1016/j.jpeds.2021.07.042",34293372,"https://doi.org/10.1016/j.jpeds.2021.07.042","2021-07-20","Linked at the registration",2023-01-19,"Journal publication","No",NA,2012-11-24,2013-01-31,2016-08-31,"2016","2016-07-31","2016",1784,1815,NA,NA,68,1376,1345,3160,"Completed","Not Applicable",87,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","small","University of Helsinki","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1376","NCT01845259","1588","Eligible","2013-000121-31","NCT01845259","Identified in manual search","ctgov","Does a GLP-1 Receptor Agonist Change Glucose Tolerance in Antipsychotic-treated Patients? A Randomized, Double-blinded, Placebo-controlled Clinical Trial",NA,"Copenhagen University Hospital","Denmark","Yes","10.1001/jamapsychiatry.2017.1220",28601891,"https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2629288","2017-07-01","Linked at the registration",2023-01-07,"Journal publication","No",NA,2013-03-21,2013-04-30,2017-03-31,"2017","2016-03-31","2016",92,457,NA,NA,40,1471,1106,1563,"Unknown status","Phase 2",103,"No",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","large","Copenhagen University Hospital","Anticipated","Yes","Yes","Only non-industry","II","100-500","Prospective registration","Unknown status","Yes"
"1377","NCT01740141","1589","Eligible",NA,"NCT01740141","Irrelevant intervention type","ctgov","Plexus Brachialis Block. Better to do by Start Than by End of Surgery?",NA,"Oslo University Hospital","Norway","Yes","10.1111/anae.13939",28603868,"https://associationofanaesthetists-publications.onlinelibrary.wiley.com/doi/10.1111/anae.13939","2017-06-12","Systematic Google search",2022-12-29,"Journal publication","No",NA,2012-11-22,2012-11-30,2016-04-30,"2016","2015-06-30","2015",408,713,NA,NA,8,1255,950,1663,"Completed","Not Applicable",52,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Oslo University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
